Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Team,GameID
Kevon Looney,21:32,2,2,1.000,0,0,,0,0,,1,4,5,6,0,1,1,1,4,8.8,-3,1.000,1.000,.000,.000,5.7,19.0,13.0,37.6,0.0,4.5,33.3,6.4,174,130,11.1,GSW,202501150MIN
Lindy Waters III,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW,202501150MIN
Moses Moody,24:56,4,6,.667,3,4,.750,0,0,,0,4,4,1,0,0,0,5,11,8.3,+7,.917,.917,.667,.000,0.0,16.4,9.0,6.0,0.0,0.0,0.0,11.1,187,133,0.1,GSW,202501150MIN
Pat Spencer,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW,202501150MIN
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GSW,202501150MIN
Stephen Curry,37:20,10,21,.476,7,12,.583,4,4,1.000,1,0,1,8,1,0,1,1,31,26.2,-1,.681,.643,.571,.190,3.3,0.0,1.5,37.9,1.5,0.0,4.2,29.3,155,139,11.7,GSW,202501150MIN
Team Totals,240,40,82,.488,18,36,.500,18,21,.857,14,31,45,26,8,5,13,26,116,,,.636,.598,.439,.256,35.9,66.0,52.3,65.0,9.1,10.2,12.5,100.0,131.5,130.4,,GSW,202501150MIN
Trayce Jackson-Davis,26:33,2,7,.286,0,0,,0,0,,9,6,15,2,0,2,2,2,4,8.0,+2,.286,.286,.000,.000,41.7,23.1,31.5,9.9,0.0,7.4,22.2,15.6,110,127,-8.2,GSW,202501150MIN
Anthony Edwards,40:54,7,19,.368,4,9,.444,10,11,.909,1,7,8,2,1,1,5,1,28,17.6,-2,.587,.474,.474,.579,2.5,21.1,10.9,7.9,1.3,2.6,17.3,31.4,109,128,-1.8,MIN,202501150MIN
Donte DiVincenzo,39:14,9,19,.474,6,12,.500,4,6,.667,4,2,6,9,1,0,0,3,28,27.0,0,.647,.632,.632,.316,10.4,6.3,8.5,40.8,1.4,0.0,0.0,24.6,161,135,13.4,MIN,202501150MIN
Jaden McDaniels,35:32,6,9,.667,2,3,.667,0,1,.000,3,1,4,4,1,2,0,5,14,15.3,-8,.742,.778,.333,.111,8.6,3.5,6.3,18.1,1.5,5.9,0.0,11.8,171,133,7.1,MIN,202501150MIN
Jaylen Clark,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,202501150MIN
Joe Ingles,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,202501150MIN
Josh Minott,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,202501150MIN
Julius Randle,27:24,8,18,.444,1,3,.333,0,0,,4,2,6,1,1,0,2,3,17,9.5,-2,.472,.472,.167,.000,14.9,9.0,12.2,7.3,2.0,0.0,10.0,32.5,103,132,-7.7,MIN,202501150MIN
Leonard Miller,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,202501150MIN
Luka Garza,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,202501150MIN
Mike Conley,18:31,0,3,.000,0,2,.000,1,2,.500,0,0,0,3,0,1,0,1,1,0.9,-3,.129,.000,.667,.667,0.0,0.0,0.0,20.5,0.0,5.6,0.0,9.3,81,138,-10.0,MIN,202501150MIN
Naz Reid,28:39,5,13,.385,3,7,.429,2,2,1.000,2,4,6,1,0,1,0,0,15,11.9,+8,.540,.500,.538,.154,7.1,17.2,11.7,5.7,0.0,3.6,0.0,21.6,131,132,0.7,MIN,202501150MIN
Nickeil Alexander-Walker,20:17,1,3,.333,1,1,1.000,2,2,1.000,0,1,1,0,0,0,1,2,5,1.8,+6,.644,.500,.333,.667,0.0,6.1,2.8,0.0,0.0,0.0,20.5,10.7,109,138,-10.4,MIN,202501150MIN
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,MIN,202501150MIN
Rudy Gobert,29:29,2,2,1.000,0,0,,3,5,.600,2,8,10,1,0,2,1,2,7,9.7,-4,.833,1.000,.000,2.500,6.9,33.4,18.9,4.7,0.0,7.1,19.2,7.9,146,124,-0.3,MIN,202501150MIN
Team Totals,240,38,86,.442,17,37,.459,22,29,.759,16,25,41,21,4,7,9,17,115,,,.582,.541,.430,.337,34.0,64.1,47.7,55.3,4.5,15.2,8.4,100.0,130.4,131.5,,MIN,202501150MIN
Tristen Newton,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,202501150MIN
Alec Burks,20:33,3,3,1.000,2,2,1.000,0,0,,0,2,2,0,0,0,2,0,8,5.7,+1,1.333,1.333,.667,.000,0.0,11.7,6.6,0.0,0.0,0.0,40.0,11.7,112,127,-0.1,MIA,202501150LAL
Bam Adebayo,31:01,3,7,.429,1,3,.333,3,4,.750,0,4,4,5,1,0,3,3,10,7.4,-10,.571,.500,.429,.571,0.0,15.5,8.7,22.5,1.6,0.0,25.5,18.3,103,122,-3.7,MIA,202501150LAL
Duncan Robinson,22:01,2,7,.286,0,4,.000,3,3,1.000,0,2,2,1,0,1,2,2,7,2.1,+3,.421,.286,.571,.429,0.0,10.9,6.1,6.3,0.0,3.9,19.4,22.6,74,123,-14.5,MIA,202501150LAL
Haywood Highsmith,29:19,5,10,.500,2,4,.500,0,0,,1,2,3,1,0,2,1,1,12,9.0,-14,.600,.600,.400,.000,5.3,8.2,6.9,5.3,0.0,5.8,9.1,18.1,109,122,-1.7,MIA,202501150LAL
Isaiah Stevens,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501150LAL
Jaime Jaquez Jr.,24:36,3,7,.429,2,4,.500,3,3,1.000,0,5,5,3,1,0,1,1,11,10.5,-12,.661,.571,.571,.429,0.0,24.4,13.7,17.7,2.0,0.0,10.7,18.3,127,120,2.3,MIA,202501150LAL
Jimmy Butler,Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501150LAL
Josh Christopher,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501150LAL
Kel'el Ware,17:30,4,7,.571,0,1,.000,0,0,,1,10,11,2,0,2,0,0,8,11.2,-1,.571,.571,.143,.000,8.8,68.6,42.5,19.6,0.0,9.8,0.0,19.3,128,110,7.7,MIA,202501150LAL
Keshad Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501150LAL
Kevin Love,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501150LAL
Nikola Jović,32:19,4,7,.571,2,3,.667,2,2,1.000,1,3,4,8,0,1,2,4,12,13.0,+3,.761,.714,.429,.286,4.8,11.1,8.4,35.9,0.0,2.7,20.2,14.7,146,124,4.3,MIA,202501150LAL
Pelle Larsson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA,202501150LAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,MIA,202501150LAL
Team Totals,240,39,73,.534,16,36,.444,14,15,.933,3,34,37,25,3,6,20,13,108,,,.678,.644,.493,.205,9.7,85.0,52.1,64.1,3.1,10.7,20.1,100.0,113.0,122.4,,MIA,202501150LAL
Terry Rozier,24:26,3,7,.429,0,3,.000,0,0,,0,2,2,2,0,0,1,1,6,2.9,-5,.429,.429,.429,.000,0.0,9.8,5.5,11.9,0.0,0.0,12.5,15.8,85,127,-10.4,MIA,202501150LAL
Tyler Herro,38:15,12,18,.667,7,12,.583,3,3,1.000,0,4,4,3,1,0,7,1,34,23.1,-10,.880,.861,.667,.167,0.0,12.5,7.1,15.7,1.3,0.0,26.6,33.2,115,124,4.7,MIA,202501150LAL
Anthony Davis,36:38,10,21,.476,1,3,.333,1,2,.500,2,9,11,4,2,2,1,0,22,20.2,+7,.503,.500,.143,.095,6.6,38.0,20.3,15.5,2.7,7.1,4.4,29.1,105,107,1.2,LAL,202501150LAL
Armel Traoré,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,202501150LAL
Austin Reaves,35:14,5,9,.556,2,3,.667,2,2,1.000,0,3,3,14,3,0,1,4,14,20.8,+14,.709,.667,.333,.222,0.0,13.2,5.8,47.5,4.3,0.0,9.2,14.4,157,111,9.5,LAL,202501150LAL
Cam Reddish,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,202501150LAL
Dalton Knecht,13:48,0,4,.000,0,4,.000,2,2,1.000,0,2,2,1,0,0,0,1,2,0.1,-4,.205,.000,1.000,.500,0.0,22.4,9.8,7.4,0.0,0.0,0.0,16.5,58,121,-17.5,LAL,202501150LAL
Gabe Vincent,25:56,6,9,.667,2,5,.400,0,0,,0,1,1,4,1,1,0,3,14,13.7,0,.778,.778,.556,.000,0.0,6.0,2.6,20.6,1.9,5.0,0.0,16.1,156,113,6.9,LAL,202501150LAL
Jarred Vanderbilt,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,202501150LAL
Jaxson Hayes,14:11,2,3,.667,0,0,,0,0,,1,0,1,0,1,0,0,1,4,4.0,+2,.667,.667,.000,.000,8.5,0.0,4.8,0.0,3.5,0.0,0.0,9.8,141,113,-5.0,LAL,202501150LAL
LeBron James,38:09,9,15,.600,3,6,.500,1,2,.500,1,4,5,9,2,0,2,0,22,22.9,+14,.693,.700,.400,.133,3.1,16.2,8.9,31.7,2.6,0.0,11.2,21.8,133,115,7.2,LAL,202501150LAL
Max Christie,37:07,6,12,.500,3,7,.429,1,2,.500,0,3,3,0,2,1,0,0,16,13.2,+10,.621,.625,.583,.167,0.0,12.5,5.5,0.0,2.7,3.5,0.0,16.1,115,112,-0.8,LAL,202501150LAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,LAL,202501150LAL
Rui Hachimura,33:16,9,15,.600,2,5,.400,3,4,.750,2,6,8,1,1,0,2,2,23,17.8,+10,.686,.667,.333,.267,7.2,27.9,16.3,4.2,1.5,0.0,10.7,26.2,121,117,-0.8,LAL,202501150LAL
Shake Milton,5:41,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-8,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0,122,-30.0,LAL,202501150LAL
Team Totals,240,47,90,.522,13,34,.382,10,14,.714,6,28,34,33,12,4,7,12,117,,,.608,.594,.378,.156,15.0,90.3,47.9,70.2,12.6,10.8,6.8,100.0,122.4,113.0,,LAL,202501150LAL
Cameron Johnson,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRK,202501150LAC
D'Angelo Russell,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRK,202501150LAC
Dariq Whitehead,9:28,1,4,.250,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,0.6,-4,.375,.375,.750,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,82,135,-7.6,BRK,202501150LAC
Day'Ron Sharpe,28:15,5,13,.385,0,1,.000,2,7,.286,8,6,14,3,1,1,4,1,12,9.7,-12,.373,.385,.077,.538,24.7,34.0,28.0,30.9,1.7,3.6,19.9,29.8,75,125,-2.6,BRK,202501150LAC
Jalen Wilson,33:38,5,10,.500,1,4,.250,5,5,1.000,0,3,3,1,0,0,1,4,16,10.0,-35,.656,.550,.400,.500,0.0,14.3,5.0,8.0,0.0,0.0,7.6,16.4,129,133,-2.4,BRK,202501150LAC
Keon Johnson,21:37,2,9,.222,0,3,.000,2,4,.500,0,0,0,0,0,0,2,1,6,-2.7,-35,.279,.222,.333,.444,0.0,0.0,0.0,0.0,0.0,0.0,15.7,24.7,52,135,-17.9,BRK,202501150LAC
Nic Claxton,16:35,1,7,.143,0,0,,0,2,.000,2,3,5,2,2,1,0,0,2,3.1,-41,.127,.143,.000,.286,10.5,28.9,17.0,26.2,5.9,6.2,0.0,19.9,48,114,-1.9,BRK,202501150LAC
Noah Clowney,22:10,1,6,.167,0,4,.000,2,2,1.000,1,1,2,0,0,0,2,2,4,-1.6,-44,.291,.167,.667,.333,3.9,7.2,5.1,0.0,0.0,0.0,22.5,16.8,54,134,-17.1,BRK,202501150LAC
Reece Beekman,21:18,2,6,.333,1,3,.333,0,0,,0,4,4,3,2,0,0,0,5,6.9,-6,.417,.417,.500,.000,0.0,30.0,10.6,33.0,4.6,0.0,0.0,11.8,105,121,2.3,BRK,202501150LAC
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,BRK,202501150LAC
Team Totals,240,25,83,.301,5,28,.179,12,22,.545,15,24,39,15,9,2,22,16,67,,,.361,.331,.337,.265,27.3,80.0,45.9,60.0,9.2,4.3,19.2,100.0,68.3,128.5,,BRK,202501150LAC
Tosan Evbuomwan,28:43,3,8,.375,0,1,.000,1,1,1.000,1,2,3,2,1,0,4,3,7,1.1,-24,.415,.375,.125,.125,3.0,11.1,5.9,16.7,1.7,0.0,32.2,18.1,63,130,-11.8,BRK,202501150LAC
Tyrese Martin,36:56,3,16,.188,2,8,.250,0,0,,3,1,4,4,1,0,4,3,8,-1.0,-56,.250,.250,.500,.000,7.1,4.3,6.1,24.6,1.3,0.0,20.0,22.7,55,132,-11.6,BRK,202501150LAC
Ziaire Williams,21:20,2,4,.500,0,1,.000,0,1,.000,0,4,4,0,2,0,3,2,4,1.0,-38,.450,.500,.250,.250,0.0,30.0,10.6,0.0,4.6,0.0,40.3,14.6,48,121,-11.3,BRK,202501150LAC
Amir Coffey,31:27,4,9,.444,3,6,.500,2,2,1.000,0,5,5,1,1,0,1,1,13,10.1,+19,.658,.611,.667,.222,0.0,13.9,9.0,4.1,1.6,0.0,9.2,15.3,121,72,2.2,LAC,202501150LAC
Bones Hyland,14:21,3,6,.500,1,4,.250,2,2,1.000,0,3,3,5,2,0,2,2,9,9.6,+10,.654,.583,.667,.333,0.0,18.2,11.8,50.7,6.8,0.0,22.5,27.5,123,58,12.2,LAC,202501150LAC
Derrick Jones Jr.,18:46,4,7,.571,0,1,.000,3,3,1.000,0,3,3,0,1,0,0,0,11,9.6,+42,.661,.571,.143,.429,0.0,14.0,9.0,0.0,2.6,0.0,0.0,19.7,136,70,3.5,LAC,202501150LAC
Ivica Zubac,22:03,4,6,.667,0,0,,3,3,1.000,3,6,9,4,1,1,2,2,11,14.0,+48,.751,.667,.000,.500,21.8,23.7,23.0,25.4,2.2,4.0,21.5,18.8,143,63,11.4,LAC,202501150LAC
James Harden,23:00,6,10,.600,3,5,.600,6,6,1.000,0,6,6,11,2,0,1,1,21,26.5,+36,.831,.750,.500,.600,0.0,22.8,14.7,75.3,4.3,0.0,7.3,26.3,175,62,30.3,LAC,202501150LAC
Jordan Miller,14:21,0,2,.000,0,0,,2,3,.667,0,1,1,0,1,0,1,0,2,0.5,+10,.301,.000,.000,1.500,0.0,6.1,3.9,0.0,3.4,0.0,23.1,13.4,51,73,-7.5,LAC,202501150LAC
Kai Jones,14:21,3,4,.750,0,0,,0,0,,0,3,3,0,0,1,1,1,6,4.6,+10,.750,.750,.000,.000,0.0,18.2,11.8,0.0,0.0,6.1,20.0,15.5,107,70,0.2,LAC,202501150LAC
Kawhi Leonard,23:49,8,11,.727,0,1,.000,7,7,1.000,0,2,2,0,1,0,1,0,23,19.1,+46,.817,.727,.091,.636,0.0,7.3,4.7,0.0,2.1,0.0,6.6,28.1,153,75,9.1,LAC,202501150LAC
Kevin Porter Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC,202501150LAC
Kris Dunn,12:49,0,3,.000,0,3,.000,0,0,,0,1,1,1,0,0,1,0,0,-2.1,+3,.000,.000,1.000,.000,0.0,6.8,4.4,8.7,0.0,0.0,25.0,13.8,19,80,-15.6,LAC,202501150LAC
Mo Bamba,17:35,2,5,.400,1,4,.250,2,2,1.000,1,6,7,1,0,0,1,4,7,4.9,+7,.595,.500,.800,.400,9.1,29.8,22.5,7.3,0.0,0.0,14.5,17.4,117,65,-2.3,LAC,202501150LAC
Nicolas Batum,17:03,0,3,.000,0,3,.000,0,0,,1,2,3,1,1,0,0,1,0,0.5,+13,.000,.000,1.000,.000,9.4,10.2,9.9,6.5,2.9,0.0,0.0,7.8,54,71,-5.0,LAC,202501150LAC
Norman Powell,22:03,7,10,.700,3,4,.750,1,2,.500,0,1,1,2,3,0,3,3,18,13.9,+47,.827,.850,.400,.200,0.0,4.0,2.6,15.7,6.7,0.0,21.6,27.9,119,66,11.7,LAC,202501150LAC
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,LAC,202501150LAC
Team Totals,240,43,79,.544,12,32,.375,28,30,.933,6,40,46,26,13,3,16,17,126,,,.683,.620,.405,.380,20.0,72.7,54.1,60.5,13.3,5.5,14.8,100.0,128.5,68.3,,LAC,202501150LAC
Terance Mann,8:22,2,3,.667,1,1,1.000,0,0,,1,1,2,0,0,1,0,2,5,4.6,+4,.833,.833,.333,.000,19.1,10.4,13.5,0.0,0.0,10.4,0.0,15.9,167,71,11.3,LAC,202501150LAC
Aaron Nesmith,9:18,3,4,.750,2,3,.667,1,1,1.000,0,1,1,0,0,0,0,1,9,7.3,+4,1.014,1.000,.750,.250,0.0,10.1,5.4,0.0,0.0,0.0,0.0,21.1,177,106,14.6,IND,202501160DET
Andrew Nembhard,41:00,4,11,.364,0,3,.000,4,6,.667,0,4,4,6,3,0,3,2,12,9.7,+9,.440,.364,.273,.545,0.0,9.2,4.9,19.3,3.4,0.0,18.0,17.9,87,99,-5.3,IND,202501160DET
Ben Sheppard,16:14,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,2,2.0,+5,.500,.500,.000,.000,0.0,0.0,0.0,0.0,2.9,0.0,0.0,5.4,92,104,-4.3,IND,202501160DET
Bennedict Mathurin,Player Suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,202501160DET
James Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,202501160DET
Jarace Walker,21:51,4,5,.800,0,0,,0,1,.000,0,5,5,1,1,2,3,4,8,5.7,+11,.735,.800,.000,.200,0.0,21.5,11.6,6.8,2.1,8.0,35.5,17.1,82,92,-2.8,IND,202501160DET
Johnny Furphy,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,202501160DET
Myles Turner,36:41,9,16,.563,8,11,.727,2,2,1.000,0,3,3,1,2,2,1,4,28,22.8,+16,.829,.813,.688,.125,0.0,7.7,4.1,4.5,2.5,4.8,5.6,21.5,136,99,11.6,IND,202501160DET
Obi Toppin,16:52,2,5,.400,1,3,.333,2,4,.500,1,4,5,0,0,1,1,1,7,4.7,-10,.518,.500,.600,.800,6.5,22.3,15.0,0.0,0.0,5.2,12.9,20.3,93,98,-5.0,IND,202501160DET
Pascal Siakam,38:45,10,20,.500,0,2,.000,6,7,.857,0,7,7,7,4,0,0,3,26,25.4,+14,.563,.500,.100,.350,0.0,17.0,9.1,30.3,4.8,0.0,0.0,26.3,121,92,8.4,IND,202501160DET
Quenton Jackson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,202501160DET
RayJ Dennis,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,202501160DET
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,IND,202501160DET
T.J. McConnell,14:03,1,7,.143,0,0,,0,0,,0,5,5,5,1,1,0,0,2,4.2,+1,.143,.143,.000,.000,0.0,33.5,18.0,45.5,3.3,6.2,0.0,22.0,65,86,-1.9,IND,202501160DET
Team Totals,240,41,89,.461,13,30,.433,16,22,.727,3,37,40,28,13,8,10,17,111,,,.562,.534,.337,.247,6.8,72.5,42.1,68.3,12.6,14.5,9.2,100.0,107.3,96.6,,IND,202501160DET
Thomas Bryant,11:19,0,4,.000,0,2,.000,0,0,,2,4,6,0,0,1,1,0,0,-0.5,-5,.000,.000,.500,.000,19.3,33.3,26.8,0.0,0.0,7.7,20.0,19.5,34,93,-18.2,IND,202501160DET
Tyrese Haliburton,33:57,7,15,.467,2,6,.333,1,1,1.000,0,4,4,8,1,1,0,2,17,17.0,+10,.551,.533,.400,.067,0.0,11.1,6.0,36.4,1.4,2.6,0.0,20.1,122,101,3.9,IND,202501160DET
Ausar Thompson,21:33,3,9,.333,0,3,.000,2,2,1.000,3,4,7,3,0,1,1,4,8,6.4,-22,.405,.333,.333,.222,13.1,20.2,16.4,22.8,0.0,3.8,9.2,20.2,101,107,-0.7,DET,202501160DET
Cade Cunningham,39:10,7,21,.333,1,7,.143,5,5,1.000,0,4,4,9,0,1,7,1,20,8.9,-7,.431,.357,.333,.238,0.0,11.1,5.2,40.2,0.0,2.1,23.2,30.9,82,110,-4.1,DET,202501160DET
Isaiah Stewart,20:47,1,4,.250,0,0,,0,0,,4,9,13,4,1,1,1,3,2,7.4,+5,.250,.250,.000,.000,18.1,47.2,31.6,27.4,2.2,3.9,20.0,9.6,99,99,4.9,DET,202501160DET
Jalen Duren,27:13,8,8,1.000,0,0,,1,1,1.000,6,11,17,0,0,2,1,2,17,21.7,-16,1.007,1.000,.000,.125,20.7,44.1,31.6,0.0,0.0,6.0,10.6,13.9,179,103,12.4,DET,202501160DET
Malik Beasley,25:31,1,10,.100,1,8,.125,0,1,.000,0,2,2,0,0,0,2,0,3,-5.4,0,.144,.150,.800,.100,0.0,8.6,4.0,0.0,0.0,0.0,16.1,19.6,27,112,-18.1,DET,202501160DET
Marcus Sasser,13:49,2,5,.400,2,4,.500,0,0,,0,2,2,4,0,0,0,3,6,5.5,+3,.600,.600,.800,.000,0.0,15.8,7.3,47.8,0.0,0.0,0.0,14.5,147,111,5.9,DET,202501160DET
Paul Reed,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,202501160DET
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,DET,202501160DET
Ron Holland,7:46,1,4,.250,0,2,.000,2,2,1.000,0,0,0,0,0,0,1,5,4,-1.4,-8,.410,.250,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.4,75,111,-23.2,DET,202501160DET
Simone Fontecchio,17:52,2,5,.400,1,1,1.000,0,0,,1,1,2,0,0,1,1,0,5,3.0,-6,.500,.500,.200,.000,5.3,6.1,5.7,0.0,0.0,4.6,16.7,13.5,89,107,-1.7,DET,202501160DET
Team Totals,240,36,91,.396,9,36,.250,19,22,.864,14,41,55,22,3,7,19,20,100,,,.497,.445,.396,.242,27.5,93.2,57.9,61.1,2.9,11.9,15.9,100.0,96.6,107.3,,DET,202501160DET
Tim Hardaway Jr.,30:00,6,14,.429,4,9,.444,9,11,.818,0,4,4,0,0,0,2,0,25,16.0,-8,.663,.571,.643,.786,0.0,14.5,6.7,0.0,0.0,0.0,9.6,27.9,124,112,6.2,DET,202501160DET
Tobias Harris,36:19,5,11,.455,0,2,.000,0,0,,0,4,4,2,2,1,3,2,10,5.8,+4,.455,.455,.182,.000,0.0,12.0,5.6,9.0,2.6,2.2,21.4,15.5,76,104,-2.9,DET,202501160DET
Wendell Moore Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,202501160DET
Bol Bol,4:28,1,1,1.000,0,0,,1,2,.500,1,0,1,0,0,0,0,1,3,2.6,-4,.798,1.000,.000,2.000,25.0,0.0,11.7,0.0,0.0,0.0,0.0,17.6,171,127,-3.9,PHO,202501160WAS
Damion Lee,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHO,202501160WAS
Devin Booker,38:52,10,24,.417,4,9,.444,13,15,.867,1,2,3,5,2,1,4,2,37,26.1,+14,.605,.500,.375,.625,2.9,5.0,4.0,19.5,2.4,2.4,11.6,37.3,118,120,-1.1,PHO,202501160WAS
Grayson Allen,28:06,8,12,.667,5,7,.714,0,0,,0,5,5,0,3,0,2,1,21,17.9,+6,.875,.875,.583,.000,0.0,17.4,9.3,0.0,5.0,0.0,14.3,20.9,124,113,6.7,PHO,202501160WAS
Kevin Durant,32:40,8,16,.500,1,5,.200,6,8,.750,1,5,6,3,1,2,2,2,23,18.1,+18,.589,.531,.313,.500,3.4,15.0,9.6,13.7,1.4,5.8,9.3,27.6,116,117,-2.5,PHO,202501160WAS
Mason Plumlee,16:52,3,3,1.000,0,0,,0,0,,3,6,9,4,0,0,1,5,6,8.8,+7,1.000,1.000,.000,.000,19.9,34.8,27.8,32.1,0.0,0.0,25.0,9.9,176,118,4.4,PHO,202501160WAS
Monte Morris,15:15,2,4,.500,0,0,,0,0,,1,1,2,7,0,0,2,0,4,5.9,-11,.500,.500,.000,.000,7.3,6.4,6.8,58.4,0.0,0.0,33.3,16.5,119,126,-1.3,PHO,202501160WAS
Nick Richards,Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHO,202501160WAS
Oso Ighodaro,21:21,0,2,.000,0,0,,0,0,,0,3,3,1,0,0,1,5,0,-2.8,-5,.000,.000,.000,.000,0.0,13.8,7.3,5.1,0.0,0.0,33.3,5.9,25,123,-16.5,PHO,202501160WAS
