Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Team,GameID
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,PHO,202501160WAS
Royce O'Neale,21:40,3,6,.500,3,6,.500,0,0,,0,4,4,2,1,0,1,3,9,7.4,-10,.750,.750,1.000,.000,0.0,18.1,9.6,11.9,2.1,0.0,14.3,13.5,125,118,-0.5,PHO,202501160WAS
Ryan Dunn,29:43,8,12,.667,2,3,.667,0,0,,2,9,11,1,0,1,1,2,18,16.5,+4,.750,.750,.250,.000,7.5,29.7,19.3,5.2,0.0,3.2,7.7,18.3,136,118,0.6,PHO,202501160WAS
Team Totals,240,44,85,.518,16,33,.485,26,31,.839,10,37,47,33,10,4,16,23,130,,,.659,.612,.388,.365,23.3,75.5,51.1,75.0,9.7,7.8,14.0,100.0,125.6,118.9,,PHO,202501160WAS
Tyus Jones,31:03,1,5,.200,1,3,.333,6,6,1.000,1,2,3,10,3,0,2,2,9,14.4,+16,.589,.300,.600,1.200,3.6,6.3,5.0,36.4,4.5,0.0,20.7,13.0,140,116,1.6,PHO,202501160WAS
Alex Sarr,28:18,7,17,.412,1,7,.143,1,2,.500,2,7,9,2,1,2,0,1,16,13.4,-14,.447,.441,.412,.118,6.9,27.6,16.6,9.9,1.6,6.5,0.0,25.9,104,122,-4.5,WAS,202501160WAS
Anthony Gill,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,202501160WAS
Bilal Coulibaly,35:33,4,9,.444,0,3,.000,5,6,.833,1,2,3,2,1,0,3,2,13,7.8,-14,.558,.444,.333,.667,2.8,6.3,4.4,6.7,1.3,0.0,20.5,16.9,100,131,-11.0,WAS,202501160WAS
Carlton Carrington,26:03,2,7,.286,1,5,.200,1,1,1.000,0,4,4,3,1,1,0,0,6,6.9,-14,.403,.357,.714,.143,0.0,17.1,8.0,13.1,1.8,3.5,0.0,11.7,106,126,-4.9,WAS,202501160WAS
Corey Kispert,28:23,7,13,.538,0,3,.000,0,1,.000,1,2,3,5,1,0,2,1,14,10.7,+15,.521,.538,.231,.077,3.5,7.9,5.5,24.8,1.6,0.0,13.0,22.3,106,130,-5.8,WAS,202501160WAS
Jared Butler,12:00,2,4,.500,0,1,.000,2,2,1.000,0,2,2,2,2,0,0,3,6,6.8,+14,.615,.500,.250,.500,0.0,18.6,8.7,21.1,7.7,0.0,0.0,16.7,144,113,2.0,WAS,202501160WAS
Johnny Davis,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,202501160WAS
Jonas Valančiūnas,14:51,4,6,.667,0,0,,3,4,.750,2,6,8,1,0,1,0,0,11,12.6,+9,.709,.667,.000,.667,13.2,45.1,28.1,9.8,0.0,6.2,0.0,21.5,157,122,6.5,WAS,202501160WAS
Jordan Poole,26:26,6,16,.375,3,10,.300,3,4,.750,0,4,4,4,2,0,1,5,18,11.8,-23,.507,.469,.625,.250,0.0,16.9,7.9,20.7,3.5,0.0,5.3,29.1,109,124,-4.3,WAS,202501160WAS
Justin Champagnie,10:29,4,6,.667,2,3,.667,0,0,,2,1,3,0,2,0,1,3,10,8.9,-3,.833,.833,.500,.000,18.7,10.6,14.9,0.0,8.9,0.0,14.3,27.4,133,113,10.8,WAS,202501160WAS
Kyle Kuzma,26:44,2,4,.500,0,1,.000,1,4,.250,3,2,5,5,2,0,3,1,5,6.6,-16,.434,.500,.250,1.000,11.0,8.4,9.8,21.2,3.5,0.0,34.2,13.5,95,126,-5.3,WAS,202501160WAS
Kyshawn George,31:13,8,10,.800,6,8,.750,2,3,.667,1,3,4,4,1,0,3,6,24,19.8,+11,1.060,1.100,.800,.300,3.1,10.7,6.7,18.3,1.5,0.0,20.9,18.8,154,130,8.0,WAS,202501160WAS
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,WAS,202501160WAS
Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,202501160WAS
Team Totals,240,46,92,.500,13,41,.317,18,27,.667,12,33,45,28,13,4,13,22,123,,,.592,.571,.446,.293,24.5,76.7,48.9,60.9,12.6,7.7,11.1,100.0,118.9,125.6,,WAS,202501160WAS
Caris LeVert,19:47,3,5,.600,0,1,.000,3,5,.600,0,3,3,3,0,1,3,0,9,6.6,-27,.625,.600,.200,1.000,0.0,15.8,8.3,21.0,0.0,4.7,29.4,20.6,96,125,-2.0,CLE,202501160OKC
Craig Porter Jr.,7:03,3,3,1.000,1,1,1.000,1,1,1.000,1,0,1,3,0,1,1,1,8,9.2,+12,1.163,1.167,.333,.333,16.2,0.0,7.7,94.7,0.0,13.1,22.5,25.1,179,121,36.5,CLE,202501160OKC
Darius Garland,23:58,7,10,.700,1,4,.250,5,6,.833,1,1,2,9,0,1,3,2,20,19.6,-18,.791,.750,.400,.600,4.8,4.4,4.6,64.4,0.0,3.9,19.2,26.1,143,128,12.4,CLE,202501160OKC
Dean Wade,24:33,2,4,.500,2,4,.500,0,0,,1,4,5,1,0,0,2,0,6,4.6,-10,.750,.750,1.000,.000,4.7,17.0,11.1,5.1,0.0,0.0,33.3,9.8,97,129,-1.6,CLE,202501160OKC
Donovan Mitchell,20:41,3,15,.200,1,4,.250,1,2,.500,0,2,2,2,1,0,0,0,8,1.3,-28,.252,.233,.267,.133,0.0,10.1,5.3,13.2,2.2,0.0,0.0,30.6,65,125,-13.4,CLE,202501160OKC
Evan Mobley,18:17,2,7,.286,0,2,.000,1,1,1.000,1,2,3,1,0,1,2,0,5,1.6,-24,.336,.286,.286,.143,6.3,11.4,9.0,7.1,0.0,5.0,21.2,20.6,67,126,-11.3,CLE,202501160OKC
Georges Niang,14:25,2,7,.286,0,3,.000,1,1,1.000,0,2,2,1,0,0,1,0,5,1.2,-30,.336,.286,.429,.143,0.0,14.5,7.6,9.4,0.0,0.0,11.8,23.4,71,129,-12.4,CLE,202501160OKC
Isaac Okoro,22:42,2,9,.222,1,8,.125,2,2,1.000,0,3,3,1,0,0,2,4,7,-0.5,+13,.354,.278,.889,.222,0.0,13.8,7.2,5.6,0.0,0.0,16.8,20.9,68,129,-15.1,CLE,202501160OKC
JT Thor,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,202501160OKC
Jarrett Allen,16:22,6,6,1.000,0,0,,1,1,1.000,3,4,7,0,0,0,2,1,13,12.1,-18,1.009,1.000,.000,.167,20.9,25.5,23.3,0.0,0.0,0.0,23.7,20.6,142,127,5.8,CLE,202501160OKC
Jaylon Tyson,12:00,2,6,.333,1,2,.500,0,0,,2,4,6,1,0,0,1,0,5,3.9,+18,.417,.417,.333,.000,19.0,34.8,27.3,11.8,0.0,0.0,14.3,23.3,92,125,-3.6,CLE,202501160OKC
Max Strus,19:57,1,4,.250,1,4,.250,0,0,,0,3,3,1,0,0,3,1,3,-1.2,-30,.375,.375,1.000,.000,0.0,15.7,8.2,6.1,0.0,0.0,42.9,14.0,48,129,-12.5,CLE,202501160OKC
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,CLE,202501160OKC
Sam Merrill,12:00,3,6,.500,3,6,.500,0,0,,0,2,2,3,1,0,0,0,9,9.7,+18,.750,.750,1.000,.000,0.0,17.4,9.1,40.0,3.8,0.0,0.0,20.0,159,120,21.4,CLE,202501160OKC
Team Totals,240,42,90,.467,13,42,.310,17,21,.810,11,38,49,32,2,5,21,11,114,,,.574,.539,.467,.233,26.2,82.6,55.7,76.2,1.9,9.6,17.5,100.0,107.2,126.0,,CLE,202501160OKC
Tristan Thompson,12:00,2,3,.667,0,0,,0,0,,1,6,7,2,0,1,0,0,4,7.3,+18,.667,.667,.000,.000,9.5,52.2,31.8,23.5,0.0,7.7,0.0,10.0,159,117,12.6,CLE,202501160OKC
Ty Jerome,16:15,4,5,.800,2,3,.667,2,2,1.000,1,2,3,4,0,0,1,2,12,12.4,+6,1.020,1.000,.600,.400,7.0,12.8,10.1,39.1,0.0,0.0,14.5,16.9,176,129,13.1,CLE,202501160OKC
Aaron Wiggins,32:51,2,8,.250,0,1,.000,0,0,,2,3,5,3,0,0,1,1,4,2.2,+8,.250,.250,.125,.000,6.4,10.4,8.3,8.8,0.0,0.0,11.1,11.3,80,115,-9.0,OKC,202501160OKC
Adam Flagler,7:03,0,9,.000,0,8,.000,0,0,,0,0,0,0,0,1,0,0,0,-5.6,-12,.000,.000,.889,.000,0.0,0.0,0.0,0.0,0.0,14.2,0.0,52.4,0,110,-54.0,OKC,202501160OKC
Alex Caruso,13:34,3,3,1.000,2,2,1.000,2,2,1.000,0,1,1,2,3,0,0,1,10,13.4,+19,1.289,1.333,.667,.667,0.0,8.4,4.0,16.7,10.0,0.0,0.0,11.7,257,93,29.2,OKC,202501160OKC
Alex Ducas,7:03,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,0,-0.4,-12,.000,.000,1.000,.000,14.8,0.0,7.7,0.0,0.0,0.0,0.0,5.8,78,118,-11.9,OKC,202501160OKC
Branden Carlson,17:27,4,8,.500,3,6,.500,0,0,,1,3,4,0,0,1,0,2,11,8.5,0,.688,.688,.750,.000,6.0,19.6,12.5,0.0,0.0,5.7,0.0,18.8,139,110,3.9,OKC,202501160OKC
Cason Wallace,26:30,3,6,.500,0,1,.000,0,0,,0,6,6,2,0,0,1,2,6,4.4,+13,.500,.500,.167,.000,0.0,25.9,12.3,7.6,0.0,0.0,14.3,10.9,97,111,-6.0,OKC,202501160OKC
Isaiah Joe,21:23,4,7,.571,4,7,.571,0,0,,0,3,3,0,2,0,1,2,12,9.8,+14,.857,.857,1.000,.000,0.0,16.0,7.7,0.0,4.2,0.0,12.5,15.4,137,104,7.2,OKC,202501160OKC
Jalen Williams,30:07,8,14,.571,1,4,.250,2,2,1.000,1,5,6,5,3,2,0,2,19,21.7,+29,.638,.607,.286,.143,3.5,19.0,10.9,19.8,4.5,6.6,0.0,20.3,144,99,12.9,OKC,202501160OKC
Jaylin Williams,14:09,2,6,.333,1,5,.200,0,0,,2,3,5,1,0,0,0,4,5,3.0,+6,.417,.417,.833,.000,14.7,24.2,19.3,7.3,0.0,0.0,0.0,17.4,112,111,-7.5,OKC,202501160OKC
Kenrich Williams,11:43,1,3,.333,0,2,.000,0,0,,0,1,1,2,1,0,0,0,2,3.0,0,.333,.333,.667,.000,0.0,9.8,4.7,16.8,3.9,0.0,0.0,10.5,101,107,1.1,OKC,202501160OKC
Luguentz Dort,19:42,8,11,.727,6,9,.667,0,0,,0,2,2,2,1,1,1,4,22,18.6,+12,1.000,1.000,.818,.000,0.0,11.6,5.5,14.5,2.3,5.1,8.3,25.0,172,107,23.2,OKC,202501160OKC
Ousmane Dieng,9:14,1,3,.333,0,2,.000,1,2,.500,1,1,2,0,0,0,0,0,3,1.9,-9,.387,.333,.667,.667,11.3,12.4,11.8,0.0,0.0,0.0,0.0,17.3,99,115,-8.6,OKC,202501160OKC
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,OKC,202501160OKC
Shai Gilgeous-Alexander,29:14,17,26,.654,1,5,.200,5,5,1.000,0,3,3,8,2,0,2,1,40,34.7,+32,.709,.673,.192,.192,0.0,11.7,5.6,52.4,3.1,0.0,6.6,42.4,142,108,20.2,OKC,202501160OKC
Team Totals,240,53,105,.505,18,53,.340,10,11,.909,8,31,39,25,12,5,7,20,134,,,.610,.590,.505,.105,17.4,73.8,44.3,47.2,11.3,10.4,6.0,100.0,126.0,107.2,,OKC,202501160OKC
Amir Coffey,22:36,3,5,.600,0,1,.000,4,4,1.000,0,3,3,2,0,0,1,2,10,8.2,+13,.740,.600,.200,.800,0.0,11.4,7.3,11.3,0.0,0.0,12.9,15.3,142,98,-0.2,LAC,202501160POR
Bones Hyland,8:10,1,4,.250,1,3,.333,0,0,,0,1,1,1,2,0,0,0,3,3.6,-1,.375,.375,.750,.000,0.0,10.5,6.8,15.4,12.1,0.0,0.0,21.8,98,71,9.4,LAC,202501160POR
Derrick Jones Jr.,22:15,5,7,.714,1,1,1.000,2,4,.500,2,2,4,0,0,1,2,1,13,9.6,+15,.742,.786,.143,.571,13.9,7.7,9.9,0.0,0.0,3.8,18.6,21.5,122,98,1.3,LAC,202501160POR
Ivica Zubac,28:06,5,10,.500,0,0,,0,0,,1,7,8,3,2,2,1,3,10,11.1,+28,.500,.500,.000,.000,5.5,21.4,15.7,14.5,3.5,6.0,9.1,17.4,111,82,3.1,LAC,202501160POR
James Harden,28:53,7,16,.438,1,8,.125,4,4,1.000,1,1,2,6,1,0,3,0,19,13.8,+13,.535,.469,.500,.250,5.4,3.0,3.8,30.8,1.7,0.0,14.5,32.0,112,98,-0.3,LAC,202501160POR
Jordan Miller,8:10,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0,104,-10.7,LAC,202501160POR
Kai Jones,3:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104,-4.9,LAC,202501160POR
Kevin Porter Jr.,13:32,3,5,.600,0,0,,2,2,1.000,0,3,3,3,0,0,2,0,8,6.7,+20,.680,.600,.000,.400,0.0,19.0,12.2,31.9,0.0,0.0,25.4,25.9,117,95,1.5,LAC,202501160POR
Kobe Brown,6:34,2,3,.667,0,1,.000,0,0,,1,1,2,0,1,0,1,1,4,3.3,0,.667,.667,.333,.000,23.6,13.1,16.8,0.0,7.5,0.0,25.0,27.1,104,80,0.1,LAC,202501160POR
Kris Dunn,19:15,3,4,.750,1,1,1.000,0,0,,0,6,6,3,3,0,1,4,7,9.7,+20,.875,.875,.250,.000,0.0,26.7,17.2,20.5,7.7,0.0,20.0,11.6,148,74,12.3,LAC,202501160POR
Mo Bamba,16:51,2,2,1.000,0,0,,0,2,.000,2,5,7,1,0,1,2,0,4,4.9,+3,.694,1.000,.000,1.000,18.4,25.4,22.9,7.4,0.0,5.0,41.0,12.9,97,89,0.4,LAC,202501160POR
Nicolas Batum,13:45,1,1,1.000,1,1,1.000,0,0,,0,4,4,0,0,0,0,0,3,3.9,+5,1.500,1.500,1.000,.000,0.0,24.9,16.1,0.0,0.0,0.0,0.0,3.2,300,92,5.0,LAC,202501160POR
Norman Powell,26:28,7,12,.583,3,4,.750,6,9,.667,1,4,5,3,0,0,1,1,23,18.8,+28,.721,.708,.333,.750,5.9,13.0,10.4,17.4,0.0,0.0,5.9,28.5,146,98,8.9,LAC,202501160POR
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,LAC,202501160POR
Team Totals,240,44,78,.564,10,23,.435,20,27,.741,8,42,50,23,9,4,18,13,118,,,.656,.628,.295,.346,25.8,75.0,57.5,52.3,9.3,7.0,16.7,100.0,121.4,91.6,,LAC,202501160POR
Terance Mann,22:21,5,8,.625,2,3,.667,2,2,1.000,0,5,5,1,0,0,1,1,14,11.2,+4,.788,.750,.375,.250,0.0,19.2,12.3,6.5,0.0,0.0,10.1,19.7,144,95,4.7,LAC,202501160POR
Anfernee Simons,29:52,0,9,.000,0,5,.000,0,0,,0,1,1,5,1,0,2,2,0,-4.3,-31,.000,.000,.556,.000,0.0,5.2,1.8,23.6,1.7,0.0,18.2,15.7,25,124,-18.5,POR,202501160POR
Dalano Banton,24:43,7,17,.412,4,8,.500,5,6,.833,0,3,3,1,1,0,1,1,23,14.7,-13,.586,.529,.471,.353,0.0,18.8,6.7,9.5,2.0,0.0,4.8,35.6,113,121,9.5,POR,202501160POR
Deandre Ayton,23:46,7,13,.538,0,0,,0,0,,3,4,7,1,0,0,1,1,14,10.3,-26,.538,.538,.000,.000,10.8,26.1,16.2,10.2,0.0,0.0,7.1,25.1,105,124,-0.9,POR,202501160POR
Deni Avdija,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POR,202501160POR
Donovan Clingan,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POR,202501160POR
Duop Reath,3:03,1,2,.500,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,0,4,3.0,+2,.694,.500,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,149,128,14.6,POR,202501160POR
Jabari Walker,19:39,1,4,.250,0,2,.000,0,0,,2,4,6,1,3,0,0,0,2,5.9,-2,.250,.250,.500,.000,8.7,31.5,16.8,7.7,7.5,0.0,0.0,8.7,85,107,1.5,POR,202501160POR
Justin Minaya,4:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-10.0,POR,202501160POR
Kris Murray,29:21,4,10,.400,1,4,.250,0,0,,3,1,4,1,0,0,2,0,9,4.7,-10,.450,.450,.400,.000,8.8,5.3,7.5,6.0,0.0,0.0,16.7,17.4,85,128,-7.2,POR,202501160POR
Matisse Thybulle,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POR,202501160POR
Rayan Rupert,6:34,2,3,.667,1,1,1.000,0,0,,2,0,2,1,0,0,0,0,5,5.8,0,.833,.833,.333,.000,26.1,0.0,16.8,37.7,0.0,0.0,0.0,19.5,172,128,22.3,POR,202501160POR
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,POR,202501160POR
Robert Williams,17:40,1,3,.333,0,0,,2,2,1.000,2,5,7,2,0,0,2,2,4,3.8,-3,.515,.333,.000,.667,9.7,43.8,21.9,17.4,0.0,0.0,34.0,14.2,92,121,-6.4,POR,202501160POR
Scoot Henderson,32:28,6,14,.429,2,7,.286,2,2,1.000,0,2,2,6,1,0,3,5,16,9.4,-19,.538,.500,.500,.143,0.0,9.5,3.4,35.3,1.5,0.0,16.8,23.5,100,123,-3.1,POR,202501160POR
Shaedon Sharpe,22:52,5,11,.455,1,3,.333,1,1,1.000,2,2,4,4,1,0,3,3,12,7.9,-20,.524,.500,.273,.091,7.5,13.5,9.7,35.7,2.2,0.0,20.8,26.9,94,121,-0.5,POR,202501160POR
Team Totals,240,34,91,.374,9,34,.265,12,13,.923,14,23,37,24,9,1,16,17,89,,,.460,.423,.374,.143,25.0,74.2,42.5,70.6,9.3,1.8,14.2,100.0,91.6,121.4,,POR,202501160POR
Toumani Camara,25:43,0,5,.000,0,3,.000,0,0,,0,1,1,2,2,1,2,3,0,-2.3,-25,.000,.000,.600,.000,0.0,6.0,2.1,11.0,3.8,3.4,28.6,11.6,15,116,-12.6,POR,202501160POR
Aaron Holiday,13:45,2,5,.400,2,5,.400,0,0,,2,1,3,1,1,0,2,1,6,4.3,-6,.600,.600,1.000,.000,15.9,7.6,11.6,8.3,3.3,0.0,28.6,20.8,103,126,-1.6,HOU,202501160SAC
Alperen Şengün,33:45,8,15,.533,1,2,.500,4,7,.571,2,8,10,3,4,1,0,2,21,22.3,-21,.581,.567,.133,.467,6.5,24.7,15.8,11.3,5.4,2.2,0.0,21.9,133,116,7.0,HOU,202501160SAC
Amen Thompson,41:18,8,12,.667,0,0,,4,4,1.000,4,6,10,5,2,1,3,0,20,22.6,-10,.727,.667,.000,.333,10.6,15.2,12.9,14.6,2.2,1.8,17.9,16.6,138,126,4.1,HOU,202501160SAC
Cam Whitmore,22:53,4,9,.444,1,3,.333,0,0,,0,3,3,3,0,1,2,1,9,5.6,+4,.500,.500,.333,.000,0.0,13.7,7.0,15.5,0.0,3.2,18.2,19.6,96,130,-5.3,HOU,202501160SAC
Dillon Brooks,33:23,5,14,.357,2,8,.250,0,0,,1,2,3,4,2,0,3,6,12,4.9,-2,.429,.429,.571,.000,3.3,6.3,4.8,13.8,2.8,0.0,17.6,20.8,89,128,-9.0,HOU,202501160SAC
Jabari Smith Jr.,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202501160SAC
Jae'Sean Tate,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202501160SAC
Jalen Green,33:32,10,20,.500,4,8,.500,4,5,.800,0,5,5,4,0,1,4,3,28,17.4,-3,.631,.600,.400,.250,0.0,15.6,8.0,16.5,0.0,2.2,15.3,31.9,114,130,-1.0,HOU,202501160SAC
Jeenathan Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202501160SAC
Jeff Green,22:40,4,6,.667,1,3,.333,1,1,1.000,1,2,3,2,0,0,0,2,10,9.3,-4,.776,.750,.500,.167,4.8,9.2,7.1,10.4,0.0,0.0,0.0,11.6,170,134,1.3,HOU,202501160SAC
Reed Sheppard,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202501160SAC
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,HOU,202501160SAC
Steven Adams,14:15,2,2,1.000,0,0,,1,2,.500,1,4,5,2,0,2,0,0,5,8.7,+16,.868,1.000,.000,1.000,7.7,29.3,18.7,15.9,0.0,10.4,0.0,8.3,188,121,11.1,HOU,202501160SAC
Tari Eason,24:29,6,10,.600,1,4,.250,3,5,.600,1,3,4,0,1,0,0,3,16,12.0,+1,.656,.650,.400,.500,4.5,12.8,8.7,0.0,1.9,0.0,0.0,20.3,139,128,-1.0,HOU,202501160SAC
Team Totals,240,49,93,.527,12,33,.364,17,24,.708,12,34,46,24,10,6,14,18,127,,,.613,.591,.355,.258,27.3,73.9,51.1,49.0,9.6,9.2,11.9,100.0,121.6,126.4,,HOU,202501160SAC
Alex Len,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAC,202501160SAC
Colby Jones,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAC,202501160SAC
De'Aaron Fox,39:47,6,17,.353,2,4,.500,5,5,1.000,2,1,3,7,4,1,3,2,19,17.0,+1,.495,.412,.235,.294,5.2,2.7,4.0,20.2,4.6,2.0,13.5,22.4,109,116,1.4,SAC,202501160SAC
DeMar DeRozan,38:05,12,23,.522,2,4,.500,7,7,1.000,1,4,5,4,0,0,2,1,33,24.0,+12,.633,.565,.174,.304,2.7,11.5,7.0,14.9,0.0,0.0,7.1,29.6,127,125,1.1,SAC,202501160SAC
Devin Carter,8:16,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,0,0,0.3,-7,.000,.000,.000,.000,0.0,13.2,6.5,0.0,0.0,9.7,0.0,4.9,0,119,-5.5,SAC,202501160SAC
Domantas Sabonis,37:55,8,13,.615,1,1,1.000,3,4,.750,5,9,14,7,0,1,3,6,20,20.1,+16,.678,.654,.077,.308,13.8,25.9,19.7,22.8,0.0,2.1,16.9,18.8,134,120,3.1,SAC,202501160SAC
Doug McDermott,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAC,202501160SAC
Isaac Jones,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAC,202501160SAC
Jae Crowder,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAC,202501160SAC
Keegan Murray,39:21,7,10,.700,3,6,.500,1,1,1.000,3,8,11,2,0,0,1,2,18,17.9,-3,.862,.850,.600,.100,8.0,22.2,14.9,6.0,0.0,0.0,8.7,11.7,161,123,4.2,SAC,202501160SAC
Keon Ellis,11:10,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,0,2,6,4.2,+3,1.000,1.000,1.000,.000,0.0,9.8,4.8,0.0,0.0,0.0,0.0,10.8,183,125,3.1,SAC,202501160SAC
Kevin Huerter,8:58,2,4,.500,1,3,.333,0,0,,0,1,1,1,0,0,0,0,5,4.0,-1,.625,.625,.750,.000,0.0,12.2,5.9,14.0,0.0,0.0,0.0,17.9,134,125,2.5,SAC,202501160SAC
Malik Monk,37:21,10,19,.526,2,6,.333,4,5,.800,1,2,3,9,1,0,2,2,26,22.1,+8,.613,.579,.316,.263,2.8,5.8,4.3,32.0,1.2,0.0,8.6,24.9,130,124,3.9,SAC,202501160SAC
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,SAC,202501160SAC
Team Totals,240,49,98,.500,14,33,.424,20,22,.909,12,32,44,32,5,3,12,15,132,,,.613,.571,.337,.224,26.1,72.7,48.9,65.3,4.8,5.0,10.0,100.0,126.4,121.6,,SAC,202501160SAC
Trey Lyles,19:07,2,8,.250,1,6,.167,0,0,,0,5,5,2,0,0,1,0,5,2.1,-4,.313,.313,.750,.000,0.0,28.5,13.9,11.4,0.0,0.0,11.1,18.9,72,122,-9.3,SAC,202501160SAC
Anthony Black,28:41,4,10,.400,0,3,.000,5,6,.833,0,6,6,3,0,0,1,2,13,9.3,-6,.514,.400,.300,.600,0.0,27.9,12.9,18.4,0.0,0.0,7.3,21.2,112,135,-3.9,ORL,202501170BOS
Caleb Houstan,14:21,0,3,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,1,0,-2.5,-2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0,143,-18.7,ORL,202501170BOS
Cole Anthony,31:20,9,15,.600,2,5,.400,3,3,1.000,3,4,7,0,1,0,2,2,23,17.6,-19,.705,.667,.333,.200,10.9,17.0,13.7,0.0,1.7,0.0,10.9,26.1,131,134,6.7,ORL,202501170BOS
Cory Joseph,5:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,143,-14.5,ORL,202501170BOS
